age_days,ufc_draws,avg_takedowns_att_per_min,avg_sig_strikes_per_min,non_ufc_wins,avg_fight_duration_mins,id,avg_sig_strikes_att_per_min,non_ufc_losses,height_inches,avg_takedowns_per_min,ufc_wins,result,weight_lbs,ufc_losses,reach_inches,avg_knockdowns_per_min,elo,avg_submission_att_per_min,is_orthodox,non_ufc_draws
-122,0,3.1528675242576685,12.651313881670381,-6,5.767916666666667,2079,35.58520877215604,-1,-1,1.7784964857659633,4,0,0,-1,1,-0.18116741575496026,316.2967357372763,-0.6044655821152474,1,0
-674,0,-0.11782106542185566,-12.23159275289295,6,14.528174603174602,2080,-22.249187673029816,-1,-2,-0.2013705234867279,1,0,-10,0,-4,-0.629990548432867,64.16259301576906,0.14287334164871301,1,0
-2542,0,0.0,0.0,-3,0.0,2081,0.0,0,2,0.0,0,1,7,0,9,0.0,0.0,0.0,0,0
-3325,0,0.0,-1.3917326297273527,-1,-8.683333333333334,2082,-2.0585751978891818,-3,-1,0.0,0,0,0,0,-5,0.0,0.0,-0.06666666666666667,-1,-1
-1567,0,0.8682606766759289,-4.793471408223784,-3,-3.727777777777778,2083,-9.324170499918276,0,0,0.949868073878628,-1,1,0,-1,2,-0.19911504424778761,-13.885338794249037,0.158311345646438,0,0
1815,1,1.1578914260552304,2.786332851062042,8,1.4185185185185194,2084,-0.839361724434383,0,-1,0.4733597534125933,-1,1,0,-2,-3,-0.08739594472751672,221.42978563702582,0.40391268792853996,0,1
495,0,-0.07183226982680041,8.947614706776056,-1,-8.905555555555555,2085,14.162139167426314,3,-1,0.030750531753266475,3,0,0,-1,1,0.3281677301731996,311.42768256281374,0.09741719841993314,1,0
-899,0,0.08651766402307137,23.100216294160056,5,11.558323333333334,2086,43.25883201153569,1,0,0.08651766402307137,1,0,10,1,0,0.0,9.383178309364098,0.0,1,0
1573,0,1.5170655651241205,6.0403735125631215,-18,-0.835547785547786,2087,18.222758498885092,-6,2,0.3415150909024143,-1,0,0,-1,2,0.04339482721768545,118.49064746475392,-0.33022803722427524,0,-2
351,0,3.04294062602715,24.57742564873231,3,-3.470833333333333,2088,40.43298866971759,0,0,0.5143312649529093,2,1,10,4,1,-0.049237240557870765,-59.97587239631298,1.7083106006160547,0,0
-66,0,0.4,4.866666666666666,-4,14.99999,2089,10.266666666666667,2,1,0.2,1,0,0,1,-1,0.0,51.94938532959168,0.06666666666666667,0,0
414,0,-2.845068513962977,-17.294969028274792,3,0.051190476190475565,2090,-19.26941806219625,2,-2,-0.41929295130203503,-1,0,-25,-2,-3,0.49895049809080483,9.430386113529721,-1.002885285046264,0,0
1353,0,-0.2522374196467695,21.969229133715004,-29,4.414484126984127,2091,75.4779488178969,-10,0,0.1530025002947336,6,0,-27,-1,-3,0.38892565013455527,295.55469739050204,0.08292064954508811,0,0
577,0,2.408685097702453,-38.51877510373192,-2,2.7759103641456573,2092,-70.3105717225291,-1,-5,1.5380160735004451,-4,1,0,1,-3,-0.5065199384426078,17.454190094236765,-0.13864928754821076,-1,0
180,0,0.6649362877797669,-0.8719622868257875,-5,8.708333333333334,2093,1.2038729100719205,0,3,-0.1453270478042979,0,1,0,1,0,0.0,4.33804196318863,0.0,-1,1
-1292,0,-0.4491301322199026,2.3942936673625614,6,-3.0250000000000004,2094,10.669171885873348,2,1,-0.4,-1,0,0,1,-2,0.0,-142.33872639518597,-0.06666666666666667,0,0
336,0,4.411494955671048,54.33577767261488,-4,5.953846153846154,2095,100.29256689127784,0,-1,1.430755120758178,8,1,0,3,-1,0.5428778430625294,246.98190767979054,0.6621074364590442,-1,0
-1846,0,-1.5942870910745837,-8.43339401402795,-7,4.475,2096,-34.02896610804733,-4,1,0.07894736842105264,0,0,-15,-3,-1,0.0,209.69857348556695,-0.043127911334796806,1,0
862,0,-0.06666666666666667,-1.5333333333333334,-2,-14.99999,2097,-2.8666666666666667,-3,0,0.0,0,1,10,-1,0,0.0,128.01299996057696,-0.13333333333333333,0,0
-3803,0,1.4365671641791045,21.28731343283582,5,7.657132857142858,2098,40.615671641791046,1,2,0.6529850746268656,4,0,0,3,4,0.26119402985074625,198.57928575986307,0.26119402985074625,-1,1
2979,0,0.4148073363621067,9.063234056873632,-13,-1.793333333333333,2099,21.240013461214872,-10,2,0.3209826686858489,2,1,0,1,3,0.1514386673397274,170.39841643231807,0.2452633350159852,0,-5
-757,0,1.8416419778584405,13.865464536379774,-2,-0.6722222222222207,2100,34.160606589733135,2,-3,1.0994231421784866,3,1,0,1,0,0.2535863280450709,298.35442818419267,0.1314282011363502,1,0
-1366,0,2.922509225092251,20.618797482092468,10,-6.638888888888888,2101,43.08461037551552,7,-1,1.992619926199262,5,0,0,3,-1,0.3279357499457347,61.02588787359991,0.3279357499457347,1,0
-1940,0,-0.39577836411609496,3.687695214202847,1,3.017619047619048,2102,6.3463726096356154,-1,0,-0.13192612137203166,-1,0,0,3,-1,-0.47090897127264986,-124.84138850695263,0.0,0,0
1292,0,3.695878446203481,26.63182341807082,-5,3.241666666666669,2103,49.5665089954106,-6,1,1.2955465587044532,1,1,0,2,3,-0.38700453011619773,-150.2681889427538,0.0,0,0
-768,0,-0.1777038373442852,-1.2210220029277679,-8,1.8421212121212118,2104,-15.024666330029888,2,-3,0.1413559435630245,1,1,0,-2,-1,-0.043528396496647914,283.82476957042513,-0.6591211717709721,-1,0
-2333,0,1.8,7.533333333333333,0,14.99999,2105,15.066666666666666,0,1,0.3333333333333333,2,1,20,1,3,0.0,86.34905471630259,0.0,0,0
-796,0,0.0,5.179856115107913,3,2.316656666666667,2106,9.928057553956833,2,-2,0.0,1,1,-20,0,0,0.4316546762589928,132.3356247700758,0.0,0,0
-165,0,1.7443160641073423,6.574729780096906,3,14.905545555555557,2107,18.24822959373835,0,2,0.8050689526649273,1,1,0,2,-1,0.0,-48.12070606276279,0.33544539694371966,-1,0
-36,0,0.22482387760131606,-16.465695819465935,-7,-3.531666666666667,2108,-18.787070073734952,-2,-3,0.6507592190889371,1,1,0,0,-1,-0.028730209126614975,6.569755993439003,0.18818953056969737,0,0
-412,0,-2.5979550523156445,-16.837723800491887,-2,3.2241666666666653,2109,-50.28428394264037,-2,3,-0.8404177435491266,-3,1,15,-3,-2,-0.4328090478969527,105.39423243745,-0.20380434782608695,1,0
-788,0,2.682228584012332,29.134551860823606,-2,10.811894761904762,2110,64.92842986126404,3,2,0.9249064082801145,4,0,10,3,4,0.1849812816560229,198.09707509944542,0.09249064082801145,1,1
900,0,1.6346153846153846,7.596153846153846,-4,10.39999,2111,11.826923076923077,-1,-3,0.8653846153846153,3,1,0,0,-5,0.0,266.73517635772805,0.09615384615384615,0,0
118,0,-0.04486853305814531,-0.06248781392517344,-5,1.7722222222222213,2112,-3.153565942714742,-3,-1,-0.8083469262558196,0,0,-20,1,-3,0.38726751347007105,-49.57874677691234,0.022969264935966738,0,0
-1139,0,3.254951364699505,13.390367299410752,1,4.041818181818183,2113,30.95486302813719,-3,-3,0.7229795520934761,2,1,0,4,-6,0.08033106134371956,-116.10639476909614,-0.07724430078599467,0,-2
2225,0,0.4653601829114564,24.08009602909355,0,-0.08738095238095234,2114,63.34232536715487,2,-1,0.18642735165773394,1,0,0,3,-1,0.2732672613906948,-155.49489341058097,-0.4483634733223733,1,0
1463,1,1.045866929676392,-14.593168353109,9,0.6131818181818192,2115,-19.645386230242593,0,3,0.758150113722517,-1,1,-10,-1,0,-0.2293461704201627,118.14408308980296,-0.5170629863740377,1,0
1112,0,-0.07375886524822695,10.123404255319148,-12,-4.928571428571429,2116,24.46241134751773,-2,1,0.3957446808510638,4,0,0,1,3,0.19858156028368795,392.60026549203553,0.2978723404255319,0,0
335,0,0.495873266525205,42.13610068817411,-12,-5.383333333333335,2117,101.30673126354314,-1,-2,0.0055937180453782265,4,0,0,2,-1,0.43021032504780116,140.31654891962762,0.45744807774112484,0,0
1704,0,1.808761186999529,7.574187470560528,-6,8.845823333333334,2118,18.20065944418276,-4,3,0.3391427225624117,1,1,15,3,1,0.0,-74.08245979776575,0.45219029674988226,0,0
-152,0,-0.6753623188405796,-1.3681159420289855,0,-8.1,2119,-1.0318840579710145,-1,3,-0.6,-1,0.5,0,0,3,0.0,-150.9701504522077,0.0,-1,0
-203,0,0.3111495246326707,6.534140017286084,1,6.427767777777778,2120,24.891961970613654,1,1,0.0,1,0,0,2,-2,0.3111495246326707,-54.45070797658457,0.0,0,0
623,0,-0.07017889370830546,23.36991042873396,-4,3.4520833333333325,2121,42.49132955015308,-2,0,0.04970122617181441,2,1,0,4,3,0.08479067302596714,-29.135160429582697,0.6783253842077371,-1,0
-1223,0,0.7302083333333333,8.923958333333333,-7,-2.1999999999999993,2122,24.2625,-1,-3,0.190625,2,0,0,-1,-1,-0.06666666666666667,112.23853289624935,0.234375,1,-1
1449,0,0.4832196544833889,11.764656171527914,-5,1.6872222222222213,2123,16.74485908908667,-2,1,-0.22667223157371885,1,0,0,0,0,0.0,130.14842200278804,-0.08802468254058432,1,0
558,0,5.257685577186456,28.232455623695174,4,2.033333333333333,2124,55.35409502426203,0,1,1.8077800280727052,6,1,0,2,-1,0.3036053130929791,228.39634839395694,0.3518029403958847,1,0
1497,0,2.5139860672855594,-0.866501018785284,-4,5.920833333333334,2125,-12.994161674364719,0,0,0.88875677708165,1,0,0,-1,-4,-0.0722041838793108,171.46974346921627,-0.29669263171801247,-1,0
527,0,-3.7164282663991632,-24.90237302232613,-7,9.472619047619048,2126,-67.75685632114092,-1,1,-2.113928324157786,-7,1,0,-5,-1,-0.8627796728402561,-57.16738703400847,-0.4017391680224416,-1,0
2494,0,0.6932550074315237,-2.3126194352041907,-4,-10.883333333333333,2127,-10.756599900913017,-2,0,0.8341000778540589,1,0,0,-1,-1,-0.07042253521126761,129.89949024977022,0.3015075376884422,1,0
-3251,0,1.2203072587842425,5.376816382305421,9,3.7509259259259267,2128,6.809993311228954,2,5,1.0840024706609017,4,0,0,3,3,0.045434929374446875,72.56911252319219,0.16676961087090794,-1,0
-1437,0,-2.106456853667654,0.03364292492164367,-2,2.9873015873015882,2129,-14.422948356672517,-1,-1,-0.31626506024096385,-2,0,-15,-2,0,-0.3669990223423527,-13.363193403319883,-0.15813253012048192,0,0
273,0,-4.2528874256722276,-7.251606033602233,1,-3.7967592592592583,2130,-18.89193149386331,0,0,-1.4471424660734609,-3,1,0,0,4,0.6128403036077515,-130.26515072681082,-0.00022385497513982555,0,0
-803,0,-0.3146853146853147,-12.454079254079256,3,5.466666666666667,2131,-36.29463869463869,10,-3,-0.1048951048951049,-1,0,-10,-1,-6,-0.1048951048951049,33.5863233741959,-0.1048951048951049,0,1
2497,0,0.0,0.0,1,0.0,2132,0.0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,-1,0
-2712,0,1.8214395099540581,8.096477794793262,2,-4.116666666666667,2133,16.90454313425217,0,1,0.3260847371107708,1,0,0,1,0,0.0,5.2226008350053235,0.27565084226646247,0,0
459,0,-0.7500091318742259,-11.807712614937092,-1,0.2041666666666675,2134,-19.279710967879048,0,-3,-0.29305014561188547,0,0,0,-1,-3,0.0,179.07846214260508,0.6143592911009055,1,0
1732,0,1.4152334152334152,22.82063882063882,-11,5.652767777777778,2135,37.5036855036855,0,2,0.3538083538083538,4,1,19,2,4,0.0,124.68855105504053,0.0,0,0
-971,0,1.8081761006289307,-0.9332833583208391,13,4.3825,2136,-10.493173224708396,0,0,0.550314465408805,-1,1,15,2,0,-0.04132367778374964,-196.62268487071367,0.07861635220125786,0,0
-4298,0,3.0467078637757656,-2.297700109198903,8,-6.851111111111112,2137,-26.975906492019696,4,2,1.4926892185259926,2,1,0,2,-1,0.122658853447561,104.79081651015076,0.9108653220559532,1,1
-1160,0,0.8421052631578947,5.052631578947368,3,4.74999,2138,6.105263157894737,1,-1,0.631578947368421,1,1,20,0,-4,0.0,100.0,0.0,0,0
469,0,-0.9921757770632373,32.91039657020364,-3,-3.6909090909090896,2139,95.95680600214361,-2,0,-0.4041800643086817,6,1,0,0,1,0.35369774919614144,401.73105712754955,0.2870310825294748,0,0
1089,0,1.6012317167051577,9.092536623553327,1,0.2354166666666666,2140,19.96644027687585,2,2,0.6158583525789069,5,1,0,-1,7,0.11949344673980797,331.20789103415666,0.24634334103156272,-1,0
-3697,0,1.219676134426058,18.63235736970454,6,-3.186349206349206,2141,63.60497290016872,3,-2,-0.18527619081387714,1,1,-2,7,-3,0.808716163091093,-311.89941820371564,0.024628570086004303,0,0
213,0,6.348605205668646,24.768441508492494,0,2.46547619047619,2142,57.89916327299769,0,-3,3.285206691692714,6,0,15,2,-6,-0.1199281357718528,207.11849429383483,0.16119746689694878,-1,0
-506,0,1.4196014196014197,20.442260442260444,-3,1.833333333333333,2143,22.074802074802072,0,2,1.1793611793611793,2,0,25,1,0,0.0,162.74842457554632,0.0,0,0
-622,0,0.6,6.266666666666667,5,14.99999,2144,12.333333333333334,0,-1,0.13333333333333333,0,1,-10,2,0,0.0,-219.38068001446322,0.0,0,0
-3671,0,-0.4013377926421405,8.795776936706472,1,5.6499999999999995,2145,26.13099044883153,1,-2,-0.20066889632107024,2,0,10,0,1,0.0,189.21660205522937,0.09404388714733543,0,0
3931,0,0.1718875502008032,-2.442570281124498,-6,12.233333333333334,2146,-5.292369477911647,-5,0,-0.2281124497991968,0,0,0,0,2,0.06666666666666667,5.32775378009012,0.13333333333333333,1,0
2294,0,0.0,2.6785714285714284,13,1.8666566666666666,2147,10.178571428571429,9,4,0.0,0,1,20,1,3,0.0,-100.0,0.0,0,0
-1809,0,1.6983420946219165,8.639996169153168,3,5.710000000000001,2148,19.64649796752293,2,-2,0.12131014961585118,2,0,0,2,-5,0.12131014961585118,117.6224646261594,0.24262029923170236,1,0
-1324,0,1.043676721554876,-6.110907757863059,-3,-0.9583333333333321,2149,-17.485344770819257,1,-4,0.8348413151833507,0,0,0,0,-4,0.09426434704171298,20.75575644114906,-0.2421796165489405,0,0
-231,0,1.1565650312862155,25.202370973536098,7,-0.7638888888888875,2150,60.546407717334155,3,2,0.016744163390561118,2,1,15,2,2,0.0,-16.606872265916763,0.21791767554479416,0,0
1519,0,-1.0816540964234822,31.286592190963773,-21,5.069047619047618,2151,75.59228761797272,-7,2,-0.9608363394869843,3,1,0,2,6,-0.15233949945593034,-129.1226349676257,0.34383954154727797,1,0
3141,0,2.986377666506619,32.90266822141436,-24,-1.643518518518519,2152,82.26160916386584,-5,-1,1.4289045887920981,3,1,0,2,-3,0.45188284518828453,-51.61142093685089,0.6560120721585843,0,-2
3048,0,0.6033519553072626,7.5754189944134085,0,14.916656666666666,2153,19.575418994413408,0,2,0.2681564245810056,2,1,0,0,0,0.2011173184357542,209.35811716486887,0.0,0,0
2042,0,2.921207326886618,15.275712980264323,-8,3.958333333333334,2154,37.296471583082145,-4,2,0.8873552557999972,4,1,15,0,3,0.25477707006369427,338.1780921938098,-0.13175302445477982,-1,0
-1790,0,2.1909892564137055,77.74259569337408,3,-0.12685185185185333,2155,153.92613101684503,2,2,0.7666237333860115,12,1,0,3,-3,0.7636569819355395,412.0569089082344,0.5458930944468814,0,-1
1467,0,0.0,0.0,-11,0.0,2156,0.0,-4,-4,0.0,0,1,0,0,1,0.0,0.0,0.0,0,0
84,0,0.7333333333333333,2.3333333333333335,-4,14.99999,2157,4.066666666666666,0,3,0.2,0,1,0,1,0,0.0,-117.01538261064695,0.06666666666666667,0,0
-410,0,0.7256235827664399,9.977324263038549,9,11.02499,2158,13.786848072562357,3,-3,0.27210884353741494,2,1,-18,2,0,0.18140589569160998,17.017090095408776,0.09070294784580499,-1,1
48,1,1.1584435403657052,18.302606127501903,3,4.000416666666668,2159,44.98099074974573,1,3,-0.2452700875802547,2,0,0,0,-3,-0.09794319294809012,26.91538757057424,-0.09794319294809012,-1,0
-56,0,0.28613999944429525,3.2849431757437344,-4,-2.700000000000001,2160,11.500649065609657,1,0,-0.10993352237209611,-1,0,-15,1,-1,0.0,-144.8639804067991,0.2715956242927198,0,0
4735,0,-1.3933201394910002,-5.704952556031839,-10,0.7366666666666664,2161,-11.668297073434331,-6,-1,-0.37116803730880366,-1,1,0,-3,-4,0.0,129.5941392849062,-0.6452240665414468,-1,0
255,0,-1.89886827846113,-0.675049579912649,2,4.972222222222222,2162,-12.337007802832975,-1,5,-0.5013927576601671,0,1,0,0,3,0.2738336713995943,6.850099436102141,0.09127789046653144,-1,0
-2541,0,0.32871701071335246,-1.9827541154951662,3,-3.958333333333333,2163,-3.208779723020643,0,0,-0.0898876404494382,-1,1,0,0,-1,0.0,-114.93673719199285,-0.3595505617977528,0,-1
-420,0,1.2697316751102559,4.231748470228797,-3,4.997222222222222,2164,22.434688047502746,-2,-3,-0.7622532731493868,0,0,0,1,-4,-0.9315853521710238,6.068863771879933,-2.2018348623853212,0,0
1110,0,-2.2361973996377147,-6.160304571618692,-14,-3.2558201058201064,2165,-38.52619716043396,-4,2,-0.35588626078863306,0,0,0,-2,0,0.2131990457944718,238.75482611290943,0.4388780039098942,0,0
2683,0,0.2545690519733349,6.969641909031916,-23,-7.491666666666666,2166,8.986797239100937,-3,4,0.0,1,1,15,0,0,0.33598017816058046,242.59509966656083,-0.0814111261872456,0,-2
1425,0,-3.805655073199039,0.4189702443211232,18,-2.5500000000000007,2167,-16.21422142839768,2,1,-0.7069015244442746,-2,1,0,-1,-2,-0.19859127032389662,-125.51774153350539,-0.23820527700267913,0,2
-1416,0,-2.204819740346542,-12.050963979869039,6,-5.609375,2168,-99.59076061771262,4,1,-0.5528527392141824,5,0,0,-5,2,1.6802976685884303,89.7499827135698,0.43700921816319566,-1,0
-722,-1,0.13333333333333336,-1.7999999999999998,12,0.0,2169,-3.999999999999999,3,6,0.13333333333333333,1,0,10,0,6,-0.13333333333333333,146.6291799244326,0.13333333333333333,0,-1
1351,0,-3.176961720795301,-18.55679317163637,0,2.497222222222222,2170,-44.468526442406166,-2,3,-0.1341019711239465,-2,1,0,-2,1,-0.03347894252719465,-11.12174992039968,0.0,1,0
-607,0,2.2051752691960367,-4.2469125560963334,2,3.58155637254902,2171,10.269460984042482,-1,2,-0.6195684663425176,-3,1,15,2,1,0.19100921388290804,33.912486568289296,-1.6119358324677613,0,0
-360,0,4.569531366188748,21.795230458183106,0,0.5708333333333329,2172,71.47760936061772,1,-1,1.2985003235699613,4,1,0,3,-1,-0.005506718598640603,-109.04680406590319,0.6134564908938167,0,0
-1568,0,-1.5327398913699457,-0.42270166968416767,3,-2.7944444444444443,2173,-6.549235566284448,3,1,-0.30803661235163954,1,1,0,0,4,0.0,111.18145690841152,0.0,0,-1
1107,0,0.5495942076994058,8.58494723517024,4,-6.612499999999999,2174,18.113849584743154,-1,-1,-0.020496651917753295,2,0,0,3,0,0.14423076923076922,12.24904874272761,1.1538461538461537,0,0
450,0,0.43406845730763066,7.666107758850856,-11,-3.8791666666666655,2175,18.7440166604368,-3,3,0.3744112778341432,1,0,-15,0,1,0.3744112778341432,105.11329972897477,0.0,-1,-1
84,0,1.1991004497751123,17.656771614192902,-4,-10.553333333333333,2176,34.39800099950025,2,3,0.6328835582208894,3,1,10,1,2,0.44977511244377805,89.83214963769842,0.22488755622188902,1,0
2322,0,-2.460038127683028,6.447107551289502,0,3.685555555555556,2177,11.279681433753332,-1,3,-0.21543020442506866,-2,1,0,-2,5,-0.23872679045092837,-15.12254180302807,-1.0742705570291777,1,0
752,0,0.637034189911414,20.41721575517974,2,6.017857142857141,2178,24.756753788710746,1,5,-0.2614576469726919,0,0,0,1,3,-0.3084047148400322,-60.44088415422334,-0.5095541401273885,0,0
-1766,0,-1.6214540310007677,-2.7651883856496173,-6,-1.9861111111111107,2179,4.794043426401036,-3,2,-0.3339515473925818,-1,0,10,-2,4,0.011844015693734916,140.78603478400328,-0.6437512418040929,-1,0
1185,0,-2.540104702096233,-28.16187721081276,6,-6.591587301587303,2180,-63.94331756997494,0,-3,0.15701103455880372,-1,0,-15,-7,-2,0.9938191404752216,275.5932123695277,-0.9862113049036616,0,0
-525,0,2.3622047244094486,8.622047244094489,-5,8.466656666666667,2181,24.448818897637796,-8,1,0.3543307086614173,2,1,0,1,6,0.11811023622047244,120.86296711175555,0.0,-1,0
-665,0,1.62484270400476,36.55093697120432,2,-0.6025000000000009,2182,97.25066644573445,3,-2,0.7241341242213322,5,1,-15,6,-2,0.5297233666862861,-16.9469463406067,0.0,0,0
1729,0,0.38108444317619405,8.874291625237982,-9,1.2958333333333343,2183,9.618937850286024,-4,1,0.32774733481659163,0,0,0,1,-2,-0.020799800250578537,-52.860277650666035,0.0,-1,0
-1527,0,-0.6390516039051602,16.883124128312414,-10,-7.033333333333334,2184,47.075871687587174,4,8,-0.2,1,1,0,1,6,0.12552301255230128,9.720790618666115,0.0,0,0
1458,0,-0.9235303237776094,3.9587841825693513,6,-2.593055555555557,2185,14.562526953238496,4,4,-0.20750899309866805,1,1,10,0,7,0.09349435138293728,94.53558207194851,0.0,-1,0
2037,0,0.7404571588837471,-19.422549432057213,-4,7.076666666666666,2186,-36.68784181741691,-2,-5,0.2737904922170804,-2,0,0,-1,-4,-0.2524190155658393,-80.92752982118373,0.06666666666666667,1,0
706,0,-0.12445604873803304,0.7994778067885129,-10,-5.425000000000001,2187,-2.498694516971277,-2,4,0.0,0,1,10,0,2,0.0,2.3152278472774697,0.10443864229765014,1,0
62,0,3.616389548693587,26.68646080760095,3,7.535714285714286,2188,50.805143746416576,3,3,1.3717339667458432,3,0,-20,3,3,0.12470308788598575,114.72616373998028,0.12470308788598575,0,0
-4519,0,0.6254920971405935,12.352653317167245,3,-6.055555555555555,2189,29.724326740496835,0,-2,0.008134829143872868,1,1,0,0,-9,0.0,74.0919525496397,-0.08829679133245252,-1,0
1878,0,1.0049507935510111,2.3227291329632553,-11,-3.6125000000000007,2190,-5.2504839820852816,-4,1,0.15271895939682179,-1,1,15,1,1,-0.16172506738544473,-144.56488900767863,0.2284626368396002,0,0
-3469,0,-4.119667544493491,-32.7165258605043,24,-2.5325641025641037,2191,-70.77980473204593,0,-6,-1.9210709258961196,-7,0,15,-1,-9,0.21817820683609068,-93.62536593113623,-0.07924413288631514,-1,1
-1888,1,-2.736975464516701,-6.491227358394621,3,5.243287037037037,2192,-18.35375973445678,6,-5,-0.9395333086658574,-3,1,1,-5,-7,-0.510578885073364,72.51614759658491,-0.7761897188556887,1,0
359,0,0.0,0.0,-4,0.0,2193,0.0,-3,0,0.0,0,0,15,0,-2,0.0,0.0,0.0,1,0
-648,0,0.0,3.389830508474576,0,2.94999,2194,6.779661016949152,-1,-1,0.0,0,1,-42,1,3,0.0,-78.96558965411191,0.0,-1,0
-2040,0,1.7549018435952297,-10.579614865107162,-2,2.312500000000001,2195,-34.701665889703044,1,-3,0.5947955390334573,-1,0,0,-1,-3,-0.2867195001932448,-13.342167679935983,-0.25723472668810293,0,0
882,0,-0.13333333333333333,-0.9333333333333333,2,-14.99999,2196,-1.5333333333333334,-1,3,-0.06666666666666667,0,0,0,-1,0,0.0,126.66735668184936,-0.06666666666666667,0,1
731,0,1.0428736964078795,14.831981460023176,10,8.62999,2197,33.603707995365006,2,0,0.8111239860950175,4,1,0,1,3,0.23174971031286212,284.2557018458524,0.0,0,0
-1018,0,0.500649849495823,-8.876605901309844,-7,-5.955555555555556,2198,-22.088601784791106,-4,-1,-0.12088650100738751,-1,0,0,0,-3,0.0,11.132051156206785,2.469041556546569,0,0
106,1,-0.005214152700186214,-0.38175046554934866,-2,7.541666666666667,2199,-6.081564245810057,-3,-1,-0.1370577281191807,-2,0,0,-1,-1,-0.1340782122905028,-83.64423322158018,-0.2681564245810056,1,0
-933,0,0.0,8.121212121212121,0,8.24999,2200,23.393939393939394,0,4,0.0,1,1,0,1,3,0.0,33.77390325944589,0.12121212121212122,0,0
-1514,0,1.5639545383051479,9.365901398686944,7,-1.3740740740740733,2201,22.926640296864164,2,-2,0.4448593448715783,1,0,0,5,-2,0.3232242617717478,-150.25181081928474,0.013893662509247867,0,0
-241,0,0.6015037593984962,4.81203007518797,-5,9.97499,2202,11.629072681704262,0,0,0.4010025062656642,1,1,16,1,-1,0.0,25.661689491119887,0.0,-1,0
-1627,0,0.0,3.171247357293869,0,7.883323333333334,2203,5.708245243128964,1,0,0.0,1,1,-15,0,3,0.12684989429175475,100.0,0.0,0,0
2092,0,-4.476275006482239,-1.7632287532161932,4,-1.4238095238095232,2204,-22.496838662065947,1,1,-1.8458822825458248,-1,1,18,-6,3,-0.4548736462093863,146.12471244742278,-0.6064981949458484,0,0
-835,0,1.4371230206721064,-36.90512784080124,24,-5.246153846153846,2205,-75.89646917948255,5,0,-0.11938605177842593,-5,0,27,0,1,-0.47370459029444656,43.36073944549548,0.21732881979506857,0,0
-305,0,-1.7223367697594505,-12.777319587628867,2,6.916666666666668,2206,-37.90584192439863,3,-1,-0.8659793814432991,-3,1,-15,-1,0,-0.24742268041237117,-230.7977052053609,-0.12371134020618559,0,0
900,0,-1.4163090128755365,-4.771236537371447,0,-6.0,2207,-18.71082678759414,-2,-2,-0.7725321888412017,-3,0,0,-2,0,0.3085270062353227,55.45839323072107,-0.12875536480686695,0,0
1237,0,-2.825246056046138,11.499754048762627,0,0.31726190476190474,2208,31.504142042429386,2,-2,-0.7885147759398201,3,1,0,-2,-1,0.4522533185948918,177.3925447020324,-0.46528803545051695,0,0
-184,0,-0.39999999999999997,1.4000000000000001,2,0.0,2209,4.2,0,5,-0.4,0,0,0,0,7,0.0,-15.54511001974629,0.06666666666666667,1,0
-653,0,2.7161094224924014,20.679027355623102,-7,6.226666666666667,2210,54.91681864235055,0,-1,0.6193515704154001,1,0,0,1,2,-0.34194528875379937,25.04644638042805,0.2,0,0
-1902,0,-0.657570197386711,4.169430080622739,3,-2.615,2211,1.7874006116207966,-4,-2,-0.39375034751181537,0,0,0,-1,-3,0.0,69.04360244492614,-0.4170141784820684,0,0
516,0,-1.5960349107115435,2.89200131286621,-1,0.6068452380952376,2212,2.6598683119014623,0,-3,-0.7215616999936004,0,0,0,-1,-3,-0.006996691584016307,202.74572787009333,-0.14591481914032656,0,0
-227,0,-1.5028760018859026,20.578123526638382,-5,-1.9074074074074083,2213,49.62725129655823,3,0,-0.6083922677982083,3,1,-10,1,1,0.3055162659123055,41.6531416425164,-0.05695426685525695,0,-1
420,0,5.087483176312248,12.920592193808883,4,12.383323333333333,2214,32.2207267833109,-1,0,2.584118438761777,5,1,0,0,0,0.08075370121130553,548.3458377946693,0.16150740242261105,1,0
1048,0,0.013163481953290868,-5.641188959660296,-1,-2.7888888888888896,2215,-10.478677585683954,1,4,0.6189262966333031,-1,1,0,1,5,-0.06666666666666667,-64.0042662757071,0.40946314831665154,0,0
33,0,-2.6657123026201623,13.733732431025512,7,-4.866666666666669,2216,14.652524726704854,2,2,-0.5205622071837581,-1,1,0,-2,1,0.29411764705882354,-6.744062896939113,0.3921568627450981,0,0
-2424,0,-1.4043515415669932,3.3465312155329734,13,0.8288888888888906,2217,-0.9806619273695603,4,0,-0.2564441585114512,0,0,0,4,-7,0.33641715727502103,-191.71011929296526,0.13039333012010734,0,0
-514,0,-1.213288396726047,-2.742537313432834,4,-9.93888888888889,2218,-24.119824265767928,0,-1,-0.43331728454501683,-2,1,0,-1,-2,0.9900096292729899,5.3341646021827955,1.25,0,1
-1846,0,0.11889035667107001,4.874504623513871,-5,8.411101111111112,2219,17.59577278731836,0,2,0.0,0,1,5,3,3,0.23778071334214002,-236.03976910161043,0.0,-1,0
1466,0,0.3863287903258812,-12.612591340265904,9,5.804166666666667,2220,-41.08059351889457,3,-3,0.27088036117381487,-3,0,0,0,1,-0.11157601115760112,-233.26422170589558,-0.15543193202174851,-1,0
