date,location,id,url,name
"February 01, 2014","Newark, New Jersey, USA",191,http://www.fightmetric.com/event-details/fc31f896cde2bc2e,UFC 169: Barao vs Faber 2
"January 25, 2014","Chicago, Illinois, USA",192,http://www.fightmetric.com/event-details/a8d521d913df4e31,UFC on Fox: Henderson vs Thomson
"January 15, 2014","Duluth, Georgia, USA",193,http://www.fightmetric.com/event-details/30a09e43f15f1d75,UFC Fight Night: Rockhold vs Philippou
"January 04, 2014","Singapore, Singapore",194,http://www.fightmetric.com/event-details/e5c9de15bb58b1c6,UFC Fight Night: Saffiedine vs Lim
"December 28, 2013","Las Vegas, Nevada, USA",195,http://www.fightmetric.com/event-details/83d0de122f2f9664,UFC 168: Weidman vs Silva 2
"December 14, 2013","Sacramento, California, USA",196,http://www.fightmetric.com/event-details/480b702debcb5433,UFC on Fox: Johnson vs. Benavidez 2
"December 06, 2013","Brisbane, Queensland, Australia",197,http://www.fightmetric.com/event-details/ee457ef1e1c326c1,UFC Fight Night: Hunt vs Bigfoot
"November 30, 2013","Las Vegas, Nevada, USA",198,http://www.fightmetric.com/event-details/9a967e8e43dcef63,The Ultimate Fighter 18 Finale
"November 16, 2013","Las Vegas, Nevada, USA",199,http://www.fightmetric.com/event-details/28f3c2258a1d8874,UFC 167: St-Pierre vs Hendricks
"November 09, 2013","Goiania, Goias, Brazil",200,http://www.fightmetric.com/event-details/5d7c18191b8aa432,UFC Fight Night: Belfort vs Henderson
"November 06, 2013","Fort Campbell, Kentucky, USA",201,http://www.fightmetric.com/event-details/35dc6220b113b7ec,UFC Fight Night: Fight for the Troops
"October 26, 2013","Manchester, England, United Kingdom",202,http://www.fightmetric.com/event-details/60884f31ead1609c,UFC Fight Night: Machida vs Munoz
"October 19, 2013","Houston, Texas, USA",203,http://www.fightmetric.com/event-details/eae4aec1a5a8ff01,UFC 166: Velasquez vs Dos Santos 3
"October 09, 2013","Barueri, Sao Paulo, Brazil",204,http://www.fightmetric.com/event-details/43612456979e5d5e,UFC Fight Night: Maia vs Shields
"September 21, 2013","Toronto, Ontario, Canada",205,http://www.fightmetric.com/event-details/df5a77121ba84a5d,UFC 165: Jones vs Gustafsson
"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",206,http://www.fightmetric.com/event-details/b23fca14c7b79935,UFC Fight Night: Teixeira vs Bader
"August 31, 2013","Milwaukee, Wisconsin, USA",207,http://www.fightmetric.com/event-details/980b4e712489098e,UFC 164: Henderson vs Pettis 2
"August 28, 2013","Indianapolis, Indiana, USA",208,http://www.fightmetric.com/event-details/e5c38954c006f15c,UFC Fight Night: Condit vs Kampmann 2
"August 17, 2013","Boston, Massachusetts, USA",209,http://www.fightmetric.com/event-details/cf1a88371c8cb690,UFC Fight Night: Shogun vs Sonnen
"August 03, 2013","Rio de Janeiro, Brazil",210,http://www.fightmetric.com/event-details/ebc5af72ad5a28cb,UFC 163: Aldo vs Jung
"July 27, 2013","Seattle, Washington, USA",211,http://www.fightmetric.com/event-details/5330fe7e4c3af81c,UFC on Fox: Johnson vs Moraga
"July 06, 2013","Las Vegas, Nevada, USA",212,http://www.fightmetric.com/event-details/e0b74df14f52cd15,UFC 162: Silva vs Weidman
"June 15, 2013","Winnipeg, Manitoba, Canada",213,http://www.fightmetric.com/event-details/8fd1f27e86661ede,UFC 161: Evans vs Henderson
"June 08, 2013","Fortaleza, Ceara, Brazil",214,http://www.fightmetric.com/event-details/7865707fd684d77b,UFC on FUEL TV 10
"May 25, 2013","Las Vegas, Nevada, USA",215,http://www.fightmetric.com/event-details/3c241737a6069b9f,UFC 160: Velasquez vs Silva 2
"May 18, 2013","Jaragua do Sul, Santa Catarina, Brazil",216,http://www.fightmetric.com/event-details/030f08370fd1c2bb,UFC on FX: Belfort vs. Rockhold
"April 27, 2013","Newark, New Jersey, USA",217,http://www.fightmetric.com/event-details/ea0ad155451ed1f5,UFC 159: Jones vs Sonnen
"April 20, 2013","San Jose, California, USA",218,http://www.fightmetric.com/event-details/aa79d5399571068e,UFC on FOX: Henderson vs Melendez
"April 13, 2013","Las Vegas, Nevada, USA",219,http://www.fightmetric.com/event-details/ce47f49e5c386a9c,The Ultimate Fighter 17 Finale
"April 06, 2013","Stockholm, Sweden",220,http://www.fightmetric.com/event-details/6291ac0a3726732f,UFC on FUEL TV 9: Mousasi vs Latifi
"March 16, 2013","Montreal, Quebec, Canada",221,http://www.fightmetric.com/event-details/f1b2a4365799c48b,UFC 158: St-Pierre vs Diaz
"March 02, 2013","Saitama, Japan",222,http://www.fightmetric.com/event-details/83c6c3e0f8bde8ee,UFC on FUEL TV: Japan
"February 23, 2013","Anaheim, California, USA",223,http://www.fightmetric.com/event-details/09c44b317c98bf96,UFC 157: Rousey vs Carmouche
"February 16, 2013","London, England, United Kingdom",224,http://www.fightmetric.com/event-details/4679a38cced7c64a,UFC on FUEL TV: Barao vs McDonald
"February 02, 2013","Las Vegas, Nevada, USA",225,http://www.fightmetric.com/event-details/601cf40c09090853,UFC 156: Aldo vs Edgar
"January 26, 2013","Chicago, Illinois, USA",226,http://www.fightmetric.com/event-details/738acab0c6934dd8,UFC on Fox: Johnson vs Dodson
"January 19, 2013","Sao Paulo, Brazil",227,http://www.fightmetric.com/event-details/56f4b81ec4db61af,UFC on FX: Belfort vs Bisping
"December 29, 2012","Las Vegas, Nevada, USA",228,http://www.fightmetric.com/event-details/c6e6926a81adcd00,UFC 155: Dos Santos vs Velasquez II
"December 15, 2012","Las Vegas, Nevada, USA",229,http://www.fightmetric.com/event-details/c6da1c24fe473418,The Ultimate Fighter 16 Finale
"December 14, 2012","Gold Coast, Queensland, Australia",230,http://www.fightmetric.com/event-details/e8c170a64dc920ac,UFC on FX: Sotiropoulos vs Pearson
"December 08, 2012","Seattle, Washington, USA",231,http://www.fightmetric.com/event-details/d1e6a6536ee62517,UFC on Fox: Henderson vs Diaz
"November 17, 2012","Montreal, Quebec, Canada",232,http://www.fightmetric.com/event-details/d41937647eae9a34,UFC 154: St-Pierre vs Condit
"November 10, 2012","Macau, China",233,http://www.fightmetric.com/event-details/319fa1bd3176bded,UFC Macao: Franklin vs Le
"October 13, 2012","Rio de Janeiro, Brazil",234,http://www.fightmetric.com/event-details/96d173b7f92aa520,UFC 153: Silva vs Bonnar
"October 05, 2012","Minneapolis, Minnesota, USA",235,http://www.fightmetric.com/event-details/6a0b80a24f22e152,UFC on FX: Browne vs Bigfoot
"September 29, 2012","Nottingham, England, United Kingdom",236,http://www.fightmetric.com/event-details/6cbb7661c3258617,UFC on FUEL TV: Struve vs Miocic
"September 22, 2012","Toronto, Ontario, Canada",237,http://www.fightmetric.com/event-details/53e533db1b8e9712,UFC 152: Jones vs Belfort
"August 11, 2012","Denver, Colorado, USA",238,http://www.fightmetric.com/event-details/3c48019bc387b80c,UFC 150: Henderson vs Edgar II
"August 04, 2012","Los Angeles, California, USA",239,http://www.fightmetric.com/event-details/f62850b3c7480db9,UFC on FOX: Shogun vs Vera
"July 21, 2012","Calgary, Alberta, Canada",240,http://www.fightmetric.com/event-details/abbc4fc02e0d84b3,UFC 149: Faber vs Barao
"July 11, 2012","San Jose, California, USA",241,http://www.fightmetric.com/event-details/d3b5ad3b15a64a18,UFC on FUEL TV: Munoz vs Weidman
"July 07, 2012","Las Vegas, Nevada, USA",242,http://www.fightmetric.com/event-details/e8efeb9cf33b1941,UFC 148: Silva vs Sonnen 2
"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",243,http://www.fightmetric.com/event-details/3da19339ee7051d5,UFC 147: Silva vs Franklin 2
"June 22, 2012","Atlantic City, New Jersey, USA",244,http://www.fightmetric.com/event-details/505934897b8b4824,UFC on FX: Maynard vs Guida
"June 08, 2012","Sunrise, Florida, USA",245,http://www.fightmetric.com/event-details/49590e0508b2c19f,UFC on FX: Johnson vs McCall
"June 01, 2012","Las Vegas, Nevada, USA",246,http://www.fightmetric.com/event-details/96087e90d900f0ef,The Ultimate Fighter LIVE Finale
"May 26, 2012","Las Vegas, Nevada, USA",247,http://www.fightmetric.com/event-details/4985113c0928aa62,UFC 146: Dos Santos vs Mir
"May 15, 2012","Fairfax, Virginia, USA",248,http://www.fightmetric.com/event-details/8caca5857ce0e30b,UFC on FUEL TV: Korean Zombie vs Poirier
"May 05, 2012","East Rutherford, New Jersey, USA",249,http://www.fightmetric.com/event-details/5898357a45a73674,UFC on FOX: Diaz vs Miller
"April 21, 2012","Atlanta, Georgia, USA",250,http://www.fightmetric.com/event-details/155bfc7ed36622df,UFC 145: Jones vs Evans
"April 14, 2012","Stockholm, Sweden",251,http://www.fightmetric.com/event-details/21f2974fd08085e3,UFC on FUEL TV: Gustafsson vs Silva
"March 02, 2012","Sydney, New South Wales, Australia",252,http://www.fightmetric.com/event-details/b5ea750025697880,UFC on FX: Alves vs Kampmann
"February 25, 2012","Saitama, Japan",253,http://www.fightmetric.com/event-details/8377c5572cb356f3,UFC 144: Edgar vs Henderson
"February 15, 2012","Omaha, Nebraska, USA",254,http://www.fightmetric.com/event-details/0a97691039c4bbfb,UFC on FUEL TV: Sanchez vs Ellenberger
"February 04, 2012","Las Vegas, Nevada, USA",255,http://www.fightmetric.com/event-details/df2cf66d8c0123db,UFC 143: Diaz vs Condit
"January 28, 2012","Chicago, Illinois, USA",256,http://www.fightmetric.com/event-details/c3c23c99477c041b,UFC on FOX: Evans vs Davis
"January 20, 2012","Nashville, Tennessee, USA",257,http://www.fightmetric.com/event-details/4d74641fac830182,UFC on FX: Guillard vs Miller
"January 14, 2012","Rio de Janeiro, Brazil",258,http://www.fightmetric.com/event-details/18524b46c570730b,UFC 142: Aldo vs Mendes
"December 30, 2011","Las Vegas, Nevada, USA",259,http://www.fightmetric.com/event-details/91720876db0ee468,UFC 141: Lesnar vs Overeem
"December 10, 2011","Toronto, Ontario, Canada",260,http://www.fightmetric.com/event-details/6d7886b094b471ac,UFC 140: Jones vs Machida
"December 03, 2011","Las Vegas, Nevada, USA",261,http://www.fightmetric.com/event-details/1f5f75658551f2d3,The Ultimate Fighter 14 Finale: Team Bisping vs Team Miller
"November 19, 2011","San Jose, California, USA",262,http://www.fightmetric.com/event-details/0ec821423baa26bd,UFC 139: Shogun vs Henderson
"November 12, 2011","Anaheim, California, USA",263,http://www.fightmetric.com/event-details/1c061eb6e29eaa0a,UFC on Fox: Velasquez vs Dos Santos
"November 05, 2011","Birmingham, England, United Kingdom",264,http://www.fightmetric.com/event-details/e780ccc79a209985,UFC 138: Leben vs Munoz
"October 29, 2011","Las Vegas, Nevada, USA",265,http://www.fightmetric.com/event-details/8788beb528894f33,UFC 137: Penn vs Diaz
"October 08, 2011","Houston, Texas, USA",266,http://www.fightmetric.com/event-details/7d5b12de1625984e,UFC 136: Edgar vs Maynard 3
"October 01, 2011","Washington, DC, USA",267,http://www.fightmetric.com/event-details/44f9c777fed7ca03,UFC LIVE 6: Cruz vs Johnson
"September 24, 2011","Denver, Colorado, USA",268,http://www.fightmetric.com/event-details/73ef22f25d0f70e2,UFC 135: Jones vs Rampage
"September 17, 2011","New Orleans, Louisiana, USA",269,http://www.fightmetric.com/event-details/1ffc38f67785797b,UFC Fight Night Live: Shields vs Ellenberger
"August 27, 2011","Rio de Janeiro, Brazil",270,http://www.fightmetric.com/event-details/18968f97ad34f15c,UFC 134: Silva vs Okami
"August 14, 2011","Milwaukee, Wisconsin, USA",271,http://www.fightmetric.com/event-details/4c8d6fde2dde07c4,UFC LIVE 5: Hardy vs Lytle
"August 06, 2011","Philadelphia, Pennsylvania, USA",272,http://www.fightmetric.com/event-details/f1f9e48a0d150757,UFC 133: Evans vs Ortiz 2
"July 02, 2011","Las Vegas, Nevada, USA",273,http://www.fightmetric.com/event-details/83fd97284f4bb4a4,UFC 132: Cruz vs Faber
"June 26, 2011","Pittsburgh, Pennsylvania, USA",274,http://www.fightmetric.com/event-details/d023ae89a2a4a41e,UFC Live on Versus: Kongo vs Barry
"June 11, 2011","Vancouver, British Columbia, Canada",275,http://www.fightmetric.com/event-details/aac5ac38148f0528,UFC 131: Dos Santos vs Carwin
"June 04, 2011","Las Vegas, Nevada, USA",276,http://www.fightmetric.com/event-details/3ba3b5cc94498437,The Ultimate Fighter Finale: Team Lesnar vs Team Dos Santos
"May 28, 2011","Las Vegas, Nevada, USA",277,http://www.fightmetric.com/event-details/b732b326c362fb62,UFC 130: Rampage vs Hamill
"April 30, 2011","Toronto, Ontario, Canada",278,http://www.fightmetric.com/event-details/2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields
"March 26, 2011","Seattle, Washington, USA",279,http://www.fightmetric.com/event-details/8a59d346dc976a10,UFC Fight Night Live: Nogueira vs Davis
"March 19, 2011","Newark, New Jersey, USA",280,http://www.fightmetric.com/event-details/1411c630ba711b64,UFC 128: Shogun vs Jones
"March 03, 2011","Louisville, Kentucky, USA",281,http://www.fightmetric.com/event-details/a54fc2d6fc224dc3,UFC on VERSUS: Sanchez vs Kampmann
"February 26, 2011","Sydney, New South Wales, Australia",282,http://www.fightmetric.com/event-details/88a9bc81271ccd89,UFC 127: Penn vs Fitch
"February 05, 2011","Las Vegas, Nevada, USA",283,http://www.fightmetric.com/event-details/65ddc8a9ac4e8531,UFC 126: Silva vs Belfort
"January 22, 2011","Killeen, Texas, USA",284,http://www.fightmetric.com/event-details/282fa667ff9c51ed,UFC Fight Night: Fight for the Troops 2
"January 01, 2011","Las Vegas, Nevada, USA",285,http://www.fightmetric.com/event-details/d1152823307d7e7c,UFC 125: Resolution
"December 11, 2010","Montreal, Quebec, Canada",286,http://www.fightmetric.com/event-details/132f860d02953f4c,UFC 124: St-Pierre vs Koscheck 2
"December 04, 2010","Las Vegas, Nevada, USA",287,http://www.fightmetric.com/event-details/5d7bdab5e03e3216,The Ultimate Fighter 12: Team GSP vs Team Koscheck
"November 20, 2010","Auburn Hills, Michigan, USA",288,http://www.fightmetric.com/event-details/dd992d569aaebee6,UFC 123: Rampage vs Machida
"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",289,http://www.fightmetric.com/event-details/0ff11cc094e887bc,UFC 122: Marquardt vs Okami
"October 23, 2010","Anaheim, California, USA",290,http://www.fightmetric.com/event-details/afdb76fbd86f6d11,UFC 121: Lesnar vs Velasquez
"October 16, 2010","London, England, United Kingdom",291,http://www.fightmetric.com/event-details/d512d9f204059f57,UFC 120: Bisping vs Akiyama
"September 25, 2010","Indianapolis, Indiana, USA",292,http://www.fightmetric.com/event-details/ad32471f01e7b1a5,UFC 119: Mir vs Cro Cop
"September 15, 2010","Austin, Texas, USA",293,http://www.fightmetric.com/event-details/acff437707625fc7,UFC Fight Night: Marquardt vs Palhares
"August 28, 2010","Boston, Massachusetts, USA",294,http://www.fightmetric.com/event-details/054defd5420a551f,UFC 118: Edgar vs Penn 2
"August 07, 2010","Oakland, California, USA",295,http://www.fightmetric.com/event-details/2f3f12002564bb55,UFC 117: Silva vs Sonnen
"August 01, 2010","San Diego, California, USA",296,http://www.fightmetric.com/event-details/f12f979b657ab876,UFC LIVE: Jones vs Matyushenko
"July 03, 2010","Las Vegas, Nevada, USA",297,http://www.fightmetric.com/event-details/140745cbbcb023ac,UFC 116: Lesnar vs Carwin
"June 19, 2010","Las Vegas, Nevada, USA",298,http://www.fightmetric.com/event-details/9bcf8603ceb25680,The Ultimate Fighter FINALE: Team Liddell vs Team Ortiz
"June 12, 2010","Vancouver, British Columbia, Canada",299,http://www.fightmetric.com/event-details/cfb65863d5099327,UFC 115: Liddell vs Franklin
"May 29, 2010","Las Vegas, Nevada, USA",300,http://www.fightmetric.com/event-details/bfc2fc38a0e20211,UFC 114: Rampage vs Evans
"May 08, 2010","Montreal, Quebec, Canada",301,http://www.fightmetric.com/event-details/d0c29452d3272603,UFC 113: Machida vs Shogun 2
"April 10, 2010","Abu Dhabi, United Arab Emirates",302,http://www.fightmetric.com/event-details/24b033b3daf1c9df,UFC 112: Invincible
"March 31, 2010","Charlotte, North Carolina, USA",303,http://www.fightmetric.com/event-details/3ed134d85dfbd7b4,UFC Fight Night: Florian vs Gomi
"March 27, 2010","Newark, New Jersey, USA",304,http://www.fightmetric.com/event-details/c80095f6092271a7,UFC 111: St-Pierre vs Hardy
"March 21, 2010","Broomfield, Colorado, USA",305,http://www.fightmetric.com/event-details/3795fca327cbcf23,UFC on Versus: Vera vs Jones
"February 20, 2010","Sydney, New South Wales, Australia",306,http://www.fightmetric.com/event-details/49efbdc6c9f650c4,UFC 110: Nogueira vs Velasquez
"February 06, 2010","Las Vegas, Nevada, USA",307,http://www.fightmetric.com/event-details/15edcf67ccf5be84,UFC 109: Relentless
"January 11, 2010","Fairfax, Virginia, USA",308,http://www.fightmetric.com/event-details/58bc81376286b3d3,UFC Fight Night: Maynard vs Diaz
"January 02, 2010","Las Vegas, Nevada, USA",309,http://www.fightmetric.com/event-details/a6d8bfe9e0c8153b,UFC 108: Evans vs Silva
"December 12, 2009","Memphis, Tennessee, USA",310,http://www.fightmetric.com/event-details/821cd80aab70d5f9,UFC 107: Penn vs Sanchez
"December 05, 2009","Las Vegas, Nevada, USA",311,http://www.fightmetric.com/event-details/91d73ee59347ac16,The Ultimate Fighter: Heavyweights Finale
"November 21, 2009","Las Vegas, Nevada, USA",312,http://www.fightmetric.com/event-details/84a067c46306a737,UFC 106: Ortiz vs Griffin 2
"November 14, 2009","Manchester, England, United Kingdom",313,http://www.fightmetric.com/event-details/fa8b9e6b0c2269f8,UFC 105: Couture vs Vera
"October 24, 2009","Los Angeles, California, USA",314,http://www.fightmetric.com/event-details/7c0847d3854a95f2,UFC 104: Machida vs Shogun
"September 19, 2009","Dallas, Texas, USA",315,http://www.fightmetric.com/event-details/896c322f56b8be5a,UFC 103: Franklin vs Belfort
"September 16, 2009","Oklahoma City, Oklahoma, USA",316,http://www.fightmetric.com/event-details/a8ea84cbe1655f0a,UFC Fight Night: Diaz vs Guillard
"August 29, 2009","Portland, Oregon, USA",317,http://www.fightmetric.com/event-details/c6a33ff198aaaeeb,UFC 102: Couture vs Nogueira
"August 08, 2009","Philadelphia, Pennsylvania, USA",318,http://www.fightmetric.com/event-details/48d1f690b763934c,UFC 101: Declaration
"July 11, 2009","Las Vegas, Nevada, USA",319,http://www.fightmetric.com/event-details/0ee783aa00e468f0,UFC 100
"June 20, 2009","Las Vegas, Nevada, USA",320,http://www.fightmetric.com/event-details/4908c5ee68a50ee5,The Ultimate Fighter: Team US vs Team UK Finale
"June 13, 2009","Cologne, North Rhine-Westphalia, Germany",321,http://www.fightmetric.com/event-details/cb6783c39c01d896,UFC 99: The Comeback
"May 23, 2009","Las Vegas, Nevada, USA",322,http://www.fightmetric.com/event-details/c4b6099f0d25f75e,UFC 98: Evans vs Machida
"April 18, 2009","Montreal, Quebec, Canada",323,http://www.fightmetric.com/event-details/1652f3213655b935,UFC 97: Redemption
"April 01, 2009","Nashville, Tennessee, USA",324,http://www.fightmetric.com/event-details/04d5718ed2661e8c,UFC Fight Night: Condit vs Kampmann
"March 07, 2009","Columbus, Ohio, USA",325,http://www.fightmetric.com/event-details/29b5791e51e7e832,UFC 96: Jackson vs Jardine
"February 21, 2009","London, England, United Kingdom",326,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2,UFC 95: Sanchez vs Stevenson
"February 07, 2009","Tampa, Florida, USA",327,http://www.fightmetric.com/event-details/d1759b2b7be9be56,UFC Fight Night: Lauzon vs Stephens
"January 31, 2009","Las Vegas, Nevada, USA",328,http://www.fightmetric.com/event-details/2a542ee8a8b83559,UFC 94: St-Pierre vs Penn 2
"January 17, 2009","Dublin, Leinster, Ireland",329,http://www.fightmetric.com/event-details/68c6cd5287b473a7,UFC 93: Franklin vs Henderson
"December 27, 2008","Las Vegas, Nevada, USA",330,http://www.fightmetric.com/event-details/23ab42947c1990e3,UFC 92: The Ultimate 2008
"December 13, 2008","Las Vegas, Nevada, USA",331,http://www.fightmetric.com/event-details/ea398c802d9998ee,The Ultimate Fighter Finale: Team Nog vs Team Mir
"December 10, 2008","Fayetteville, North Carolina, USA",332,http://www.fightmetric.com/event-details/30cd319d39ee689b,UFC Fight Night - Fight for the Troops
"November 15, 2008","Las Vegas, Nevada, USA",333,http://www.fightmetric.com/event-details/a2b06ca02bca14c0,UFC 91: Couture vs Lesnar
"October 25, 2008","Rosemont, Illinois, USA",334,http://www.fightmetric.com/event-details/c670aa48827d6be6,UFC 90: Silva vs Cote
"October 18, 2008","Birmingham, England, United Kingdom",335,http://www.fightmetric.com/event-details/312f47c3d2f83ffa,UFC 89: Bisping vs Leben
"September 17, 2008","Omaha, Nebraska, USA",336,http://www.fightmetric.com/event-details/279093302a6f44b3,UFC Fight Night: Diaz vs Neer
"September 06, 2008","Atlanta, Georgia, USA",337,http://www.fightmetric.com/event-details/0db70ca89e1c7374,UFC 88: Breakthrough
"August 09, 2008","Minneapolis, Minnesota, USA",338,http://www.fightmetric.com/event-details/19ffeb5e3fffd6d5,UFC 87: Seek And Destroy
"July 19, 2008","Las Vegas, Nevada, USA",339,http://www.fightmetric.com/event-details/46f11d15c0134fe3,UFC: Silva vs Irvin
"July 05, 2008","Las Vegas, Nevada, USA",340,http://www.fightmetric.com/event-details/bf12aca029bfcc47,UFC 86: Jackson vs Griffin
"June 21, 2008","Las Vegas, Nevada, USA",341,http://www.fightmetric.com/event-details/2299605af59fd309,The Ultimate Fighter Finale: Team Rampage vs Team Forrest
"June 07, 2008","London, England, United Kingdom",342,http://www.fightmetric.com/event-details/2efbc83a6b9b7f86,UFC 85: Bedlam
"May 24, 2008","Las Vegas, Nevada, USA",343,http://www.fightmetric.com/event-details/2549d63da9c456cb,UFC 84: Ill Will
"April 19, 2008","Montreal, Quebec, Canada",344,http://www.fightmetric.com/event-details/ad047e3073a775f3,UFC 83: Serra vs St-Pierre 2
"April 02, 2008","Broomfield, Colorado, USA",345,http://www.fightmetric.com/event-details/b9e871af730f826c,UFC Fight Night: Florian vs Lauzon
"March 01, 2008","Columbus, Ohio, USA",346,http://www.fightmetric.com/event-details/598a58db87b890ee,UFC 82: Pride of a Champion
"February 02, 2008","Las Vegas, Nevada, USA",347,http://www.fightmetric.com/event-details/597db668b01c442c,UFC 81: Breaking Point
"January 23, 2008","Las Vegas, Nevada, USA",348,http://www.fightmetric.com/event-details/33e33d51f289d2a1,UFC Fight Night: Swick vs Burkman
"January 19, 2008","Newcastle, England, United Kingdom",349,http://www.fightmetric.com/event-details/a24e080000fa7a35,UFC 80: Rapid Fire
"December 29, 2007","Las Vegas, Nevada, USA",350,http://www.fightmetric.com/event-details/7269329bd87eb479,UFC 79: Nemesis
"December 08, 2007","Las Vegas, Nevada, USA",351,http://www.fightmetric.com/event-details/df85d6ec3493d120,The Ultimate Fighter: Team Serra vs Team Hughes Finale
"November 17, 2007","Newark, New Jersey, USA",352,http://www.fightmetric.com/event-details/1d147d4163a6989b,UFC 78: Validation
"October 20, 2007","Cincinnati, Ohio, USA",353,http://www.fightmetric.com/event-details/91181b29be041f1c,UFC 77: Hostile Territory
"September 22, 2007","Anaheim, California, USA",354,http://www.fightmetric.com/event-details/bad28b7b34f334de,UFC 76: Knockout
"September 19, 2007","Las Vegas, Nevada, USA",355,http://www.fightmetric.com/event-details/f341f9551ba744e2,UFC Fight Night: Thomas vs Florian
"September 08, 2007","London, England, United Kingdom",356,http://www.fightmetric.com/event-details/0aa92558424ced9e,UFC 75: Champion vs Champion
"August 25, 2007","Las Vegas, Nevada, USA",357,http://www.fightmetric.com/event-details/a5c53b3ddb31cc7d,UFC 74: Respect
"July 07, 2007","Sacramento, California, USA",358,http://www.fightmetric.com/event-details/2a6f8136da1e52c0,UFC 73: Stacked
"June 23, 2007","Las Vegas, Nevada, USA",359,http://www.fightmetric.com/event-details/e7ec11096eac0282,The Ultimate Fighter 5 Finale
"June 16, 2007","Belfast, Northern Ireland, United Kingdom",360,http://www.fightmetric.com/event-details/5ca158b1cc9cb242,UFC 72: Victory
"June 12, 2007","Hollywood, Florida, USA",361,http://www.fightmetric.com/event-details/304fcd812f12c589,UFC Fight Night: Stout vs Fisher
"May 26, 2007","Las Vegas, Nevada, USA",362,http://www.fightmetric.com/event-details/2e04a3b4a2011b97,UFC 71: Liddell vs Jackson
"April 21, 2007","Manchester, England, United Kingdom",363,http://www.fightmetric.com/event-details/4604ab1de9058474,UFC 70: Nations Collide
"April 07, 2007","Houston, Texas, USA",364,http://www.fightmetric.com/event-details/c1684f00c626f4c0,UFC 69: Shootout
"April 05, 2007","Las Vegas, Nevada, USA",365,http://www.fightmetric.com/event-details/a6c2f5381d575920,UFC Fight Night: Stevenson vs Guillard
"March 03, 2007","Columbus, Ohio, USA",366,http://www.fightmetric.com/event-details/de3ed2e152520c8d,UFC 68: The Uprising
"February 03, 2007","Las Vegas, Nevada, USA",367,http://www.fightmetric.com/event-details/63b65af1c5cb02cb,UFC 67: All or Nothing
"January 25, 2007","Hollywood, Florida, USA",368,http://www.fightmetric.com/event-details/13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon
"December 30, 2006","Las Vegas, Nevada, USA",369,http://www.fightmetric.com/event-details/ee5df903f80c6816,UFC 66: Liddell vs Ortiz 2
"December 13, 2006","San Diego, California, USA",370,http://www.fightmetric.com/event-details/21b8a0f5c231096f,UFC Fight Night: Sanchez vs Riggs
"November 18, 2006","Sacramento, California, USA",371,http://www.fightmetric.com/event-details/3fed746acfd026dd,UFC 65: Bad Intentions
"November 11, 2006","Las Vegas, Nevada, USA",372,http://www.fightmetric.com/event-details/baf942f4bcb09894,The Ultimate Fighter 4 Finale
"October 14, 2006","Las Vegas, Nevada, USA",373,http://www.fightmetric.com/event-details/13b2f59210dda9cc,UFC 64: Unstoppable
"October 10, 2006","Hollywood, Florida, USA",374,http://www.fightmetric.com/event-details/577ec7e108b94be3,Ortiz vs Shamrock 3: The Final Chapter
"September 23, 2006","Anaheim, California, USA",375,http://www.fightmetric.com/event-details/13e62d766b709aa6,UFC 63: Hughes vs Penn
"August 26, 2006","Las Vegas, Nevada, USA",376,http://www.fightmetric.com/event-details/f717b6002486f73f,UFC 62: Liddell vs Sobral
"August 17, 2006","Las Vegas, Nevada, USA",377,http://www.fightmetric.com/event-details/46c8ec317aff28ac,UFC Fight Night 6
"July 08, 2006","Las Vegas, Nevada, USA",378,http://www.fightmetric.com/event-details/f70144caea5c4c80,UFC 61: Bitter Rivals
"June 28, 2006","Las Vegas, Nevada, USA",379,http://www.fightmetric.com/event-details/445a98acb8985970,UFC Fight Night 5
"June 24, 2006","Las Vegas, Nevada, USA",380,http://www.fightmetric.com/event-details/1dab0d1d81dd06db,The Ultimate Fighter 3 Finale
"May 27, 2006","Los Angeles, California, USA",381,http://www.fightmetric.com/event-details/a54a35a670d8e852,UFC 60: Hughes vs Gracie
"April 15, 2006","Anaheim, California, USA",382,http://www.fightmetric.com/event-details/03688dc3c3af3ac1,UFC 59: Reality Check
"April 06, 2006","Las Vegas, Nevada, USA",383,http://www.fightmetric.com/event-details/b361180739bed4b0,UFC Fight Night 4
"March 04, 2006","Las Vegas, Nevada, USA",384,http://www.fightmetric.com/event-details/0e9869d712e81f8f,UFC 58: USA vs Canada
"February 04, 2006","Las Vegas, Nevada, USA",385,http://www.fightmetric.com/event-details/977081bc01197656,UFC 57: Liddell vs Couture 3
"January 16, 2006","Las Vegas, Nevada, USA",386,http://www.fightmetric.com/event-details/2ee09ec2a0695eb9,UFC Fight Night 3
"November 19, 2005","Las Vegas, Nevada, USA",387,http://www.fightmetric.com/event-details/c7e9d15cfce52f1d,UFC 56: Full Force
"November 05, 2005","Las Vegas, Nevada, USA",388,http://www.fightmetric.com/event-details/31ceaf0e670c1578,The Ultimate Fighter 2 Finale
