nickname,id,name,url
,292,Mike Santiago,http://www.fightmetric.com/fighter-details/bc656db347f31e19
"""Dynamite""",293,Dan Ige,http://www.fightmetric.com/fighter-details/82a5152216251682
"""Magic""",294,Marlon Moraes,http://www.fightmetric.com/fighter-details/fea79f9bc8c68769
"""The Gift""",295,Gregor Gillespie,http://www.fightmetric.com/fighter-details/84ff027394f7e470
"""From Hell""",296,Vinc Pichel,http://www.fightmetric.com/fighter-details/c77a953488e5607d
"""The Big Ticket""",297,Walt Harris,http://www.fightmetric.com/fighter-details/03f982ca3735070c
"""The Daddy Long Legs""",298,Daniel Spitz,http://www.fightmetric.com/fighter-details/f86cb5f25d545e0e
,299,Julio Arce,http://www.fightmetric.com/fighter-details/1291edf2d566a71a
"""Kid Dynamite""",300,Daniel Teymur,http://www.fightmetric.com/fighter-details/fbf0537e420e698e
,301,Gian Villante,http://www.fightmetric.com/fighter-details/fcd448a2fe1a23cc
"""Sarj""",302,Sijara Eubanks,http://www.fightmetric.com/fighter-details/4234f0097c83fa62
"""Lucky""",303,Lauren Murphy,http://www.fightmetric.com/fighter-details/729d4bd5a6cd0a97
"""The Carny""",304,Nik Lentz,http://www.fightmetric.com/fighter-details/6fb1ba67bef41b37
,305,David Teymur,http://www.fightmetric.com/fighter-details/2747c60e42d9d75f
"""Remember the Name""",306,Belal Muhammad,http://www.fightmetric.com/fighter-details/b1b0729d27936f2f
"""Black Eagle""",307,Chance Rencountre,http://www.fightmetric.com/fighter-details/1ddb480b601cefb1
,308,Gleison Tibau,http://www.fightmetric.com/fighter-details/75e5fec9f72910ef
,309,Johnny Eduardo,http://www.fightmetric.com/fighter-details/528c24b99fbaab79
"""The Prospect""",310,Nathaniel Wood,http://www.fightmetric.com/fighter-details/329e403448756217
"""Wonderboy""",311,Stephen Thompson,http://www.fightmetric.com/fighter-details/4a28cb716c19157a
,312,Neil Magny,http://www.fightmetric.com/fighter-details/84b3e7d38f2d2ec5
"""Almighty""",313,Arnold Allen,http://www.fightmetric.com/fighter-details/040a74bb0a465c54
,314,Mads Burnell,http://www.fightmetric.com/fighter-details/69f01b25dfabaf6b
"""The Kid""",315,Jason Knight,http://www.fightmetric.com/fighter-details/bb1a2cdad6ff34db
"""Mr. Finland""",316,Makwan Amirkhani,http://www.fightmetric.com/fighter-details/87a1dc546b1c5caf
"""Hannibal""",317,Claudio Silva,http://www.fightmetric.com/fighter-details/6f7c616b98e18c29
,318,Nordine Taleb,http://www.fightmetric.com/fighter-details/49858bf46dabf6fb
"""Zebrinha""",319,Eric Spicely,http://www.fightmetric.com/fighter-details/b9664eae2ac75262
,320,Daniel Kelly,http://www.fightmetric.com/fighter-details/bdcbb976816fd256
,321,Tom Breese,http://www.fightmetric.com/fighter-details/1588b787bda7b540
"""Elbow Queen""",322,Lina Lansberg,http://www.fightmetric.com/fighter-details/2eeaefbfc7f9fcff
"""Danger""",323,Gina Mazany,http://www.fightmetric.com/fighter-details/016a8d958883167c
"""Bear""",324,Bradley Scott,http://www.fightmetric.com/fighter-details/34e552520a934063
"""Meatball""",325,Molly McCann,http://www.fightmetric.com/fighter-details/51018a31ddf31eb2
"""The Spartan""",326,Elias Theodorou,http://www.fightmetric.com/fighter-details/34f88592c0ab7a54
"""Hot Sauce""",327,Trevor Smith,http://www.fightmetric.com/fighter-details/f797f0c57a83353e
,328,Demian Maia,http://www.fightmetric.com/fighter-details/427b5953ac8e3a27
"""The Nigerian Nightmare""",329,Kamaru Usman,http://www.fightmetric.com/fighter-details/f1b2aa7853d1ed6e
,330,Alexa Grasso,http://www.fightmetric.com/fighter-details/e8b731feff72294b
"""The Killa Gorilla""",331,Jared Cannonier,http://www.fightmetric.com/fighter-details/13a0275fa13c4d26
"""The Devastator""",332,Dominick Reyes,http://www.fightmetric.com/fighter-details/2e19380f34871c6a
"""Pitbull""",333,Diego Rivas,http://www.fightmetric.com/fighter-details/09f579be4520394a
"""Ninja""",334,Guido Cannetti,http://www.fightmetric.com/fighter-details/d05412b513b19621
,335,Veronica Macedo,http://www.fightmetric.com/fighter-details/4798e823ada58fe9
"""KGB""",336,Andrea Lee,http://www.fightmetric.com/fighter-details/05fa626cb33d15b8
"""The Silent Assassin""",337,Vicente Luque,http://www.fightmetric.com/fighter-details/6d4b63c767106d3a
"""The Disciple""",338,Chad Laprise,http://www.fightmetric.com/fighter-details/c03a5022f8439f2a
,339,Zak Cummings,http://www.fightmetric.com/fighter-details/4ba8d454f762005d
"""Tractor""",340,Michel Prazeres,http://www.fightmetric.com/fighter-details/e51fcd9cd84c0b93
"""The Assassin Baby""",341,Brandon Moreno,http://www.fightmetric.com/fighter-details/792be9a24df82ed6
"""The Cannibal""",342,Alexandre Pantoja,http://www.fightmetric.com/fighter-details/a0f0004aadf10b71
,343,Poliana Botelho,http://www.fightmetric.com/fighter-details/5c126c6aac3ef364
,344,Syuri Kondo,http://www.fightmetric.com/fighter-details/a851c35f58199231
"""Moggly""",345,Gabriel Benitez,http://www.fightmetric.com/fighter-details/436f970c9ea9169c
,346,Humberto Bandenay,http://www.fightmetric.com/fighter-details/2c2caf2f2bab9df5
"""El Fuerte""",347,Enrique Barzola,http://www.fightmetric.com/fighter-details/be0b310a12eb80b4
"""Bure""",348,Henry Briones,http://www.fightmetric.com/fighter-details/01fcef7e3d051722
,349,Frankie Saenz,http://www.fightmetric.com/fighter-details/9ba2226646046b63
"""El Nino""",350,Claudio Puelles,http://www.fightmetric.com/fighter-details/d747eb273a40a920
,351,Felipe Silva,http://www.fightmetric.com/fighter-details/1b38a2b897f6209c
"""Lioness""",352,Amanda Nunes,http://www.fightmetric.com/fighter-details/80fa8218c99f9c58
"""Rocky""",353,Raquel Pennington,http://www.fightmetric.com/fighter-details/fc169c387b4b465d
"""Jacare""",354,Jacare Souza,http://www.fightmetric.com/fighter-details/7a703c565ccaa18f
,355,Kelvin Gastelum,http://www.fightmetric.com/fighter-details/8c0580d4fff106c1
,356,Mackenzie Dern,http://www.fightmetric.com/fighter-details/7447e9f28508106a
"""ABC""",357,Amanda Cooper,http://www.fightmetric.com/fighter-details/d4a31850a7457f1b
"""Hands of Stone""",358,John Lineker,http://www.fightmetric.com/fighter-details/c268b2cfebccf652
"""Boom""",359,Brian Kelleher,http://www.fightmetric.com/fighter-details/7be14eaed4c74856
"""The Phenom""",360,Vitor Belfort,http://www.fightmetric.com/fighter-details/0ee783aa00e468f0
"""The Dragon""",361,Lyoto Machida,http://www.fightmetric.com/fighter-details/f7a7f7118d4b01b6
"""Mutante""",362,Cezar Ferreira,http://www.fightmetric.com/fighter-details/dbc17725b887860a
"""Baby K""",363,Karl Roberson,http://www.fightmetric.com/fighter-details/37d5b176d438d2a5
"""Baby""",364,Junior Albini,http://www.fightmetric.com/fighter-details/c482c8605455a213
"""Tasmanian Devil""",365,Davi Ramos,http://www.fightmetric.com/fighter-details/0052de90691d4a93
"""Tarzan""",366,Sean Strickland,http://www.fightmetric.com/fighter-details/0d8011111be000b2
,367,Sultan Aliev,http://www.fightmetric.com/fighter-details/e70de1859b7ee78e
"""The Joker""",368,Jack Hermansson,http://www.fightmetric.com/fighter-details/0a1942069c9ad6b6
"""Soldier of God""",369,Alberto Mina,http://www.fightmetric.com/fighter-details/4b1d46a1b5c0fd11
,370,James Bochnovic,http://www.fightmetric.com/fighter-details/984d15d5dc7bfcf9
"""Junior""",371,Edson Barboza,http://www.fightmetric.com/fighter-details/64a50dad704d1d49
"""The Motown Phenom""",372,Kevin Lee,http://www.fightmetric.com/fighter-details/ee9ebceabfd16fa7
"""The Answer""",373,Frankie Edgar,http://www.fightmetric.com/fighter-details/f2688492b9a525a3
"""Big Pretty""",374,Justin Willis,http://www.fightmetric.com/fighter-details/ce1e867808ef5fce
,375,David Branch,http://www.fightmetric.com/fighter-details/d2c55d1d2e67773b
,376,Ryan LaFlare,http://www.fightmetric.com/fighter-details/4c7781da8c6cae93
"""The Dominican Nightmare""",377,Alex Garcia,http://www.fightmetric.com/fighter-details/a2b12c3f3d60ff69
"""The Great""",378,Siyar Bahadurzada,http://www.fightmetric.com/fighter-details/aec185309b4843d0
"""Tarzan""",379,Luan Chagas,http://www.fightmetric.com/fighter-details/9ccf8371fd80d45d
"""Durkin""",380,Patrick Cummins,http://www.fightmetric.com/fighter-details/e51e5cb722bd47a8
,381,Tony Martin,http://www.fightmetric.com/fighter-details/5331b25a60417ffb
"""K-Taro""",382,Keita Nakamura,http://www.fightmetric.com/fighter-details/65ddc8a9ac4e8531
"""The Natural Born Killer""",383,Carlos Condit,http://www.fightmetric.com/fighter-details/f9f07bb5a43535ed
"""The Italian Dream""",384,Marvin Vettori,http://www.fightmetric.com/fighter-details/7acbb0972e75281a
"""The Karate Hottie""",385,Michelle Waterson,http://www.fightmetric.com/fighter-details/eb04b9d31e938edb
"""The Barbarian""",386,Tim Boetsch,http://www.fightmetric.com/fighter-details/c80095f6092271a7
"""Cara de Sapato""",387,Antonio Carlos Junior,http://www.fightmetric.com/fighter-details/52e76bb4b3e852f3
"""King of Kung Fu""",388,Muslim Salikhov,http://www.fightmetric.com/fighter-details/447f9858ae78f921
"""The Sniper""",389,Ricky Rainey,http://www.fightmetric.com/fighter-details/9b1e3fb4f8cbd5b7
,390,Wilson Reis,http://www.fightmetric.com/fighter-details/5aedf14771ca82d2
,391,Krzysztof Jotko,http://www.fightmetric.com/fighter-details/4e06913c91da5200
"""The Hitman""",392,Dan Moret,http://www.fightmetric.com/fighter-details/66e98b3bb5fc5250
"""Danger""",393,Shana Dobson,http://www.fightmetric.com/fighter-details/122ac9b816d8b71c
"""Princess Tiger""",394,Lauren Mueller,http://www.fightmetric.com/fighter-details/f923e012414c883e
,395,Dhiego Lima,http://www.fightmetric.com/fighter-details/e9213f53ddeca978
"""Thunder""",396,Yushin Okami,http://www.fightmetric.com/fighter-details/acff437707625fc7
,397,Arjan Bhullar,http://www.fightmetric.com/fighter-details/7e511f8d842a109d
"""Siwy""",398,Adam Wieczorek,http://www.fightmetric.com/fighter-details/efa1f6b42c86793c
,399,Matthew Lopez,http://www.fightmetric.com/fighter-details/2fc7e9701642ca38
"""The Animal""",400,Patrick Williams,http://www.fightmetric.com/fighter-details/39330403ad27c2bb
"""The Eagle""",401,Khabib Nurmagomedov,http://www.fightmetric.com/fighter-details/032cc3922d871c7f
"""Raging""",402,Al Iaquinta,http://www.fightmetric.com/fighter-details/59279a7c978f7da0
"""Thug""",403,Rose Namajunas,http://www.fightmetric.com/fighter-details/47b63240018d5d86
"""The Boston Finisher""",404,Calvin Kattar,http://www.fightmetric.com/fighter-details/751de04455cfaac0
"""Crash""",405,Kyle Bochniak,http://www.fightmetric.com/fighter-details/c5af5750e8bae4f0
"""J-Lau""",406,Joe Lauzon,http://www.fightmetric.com/fighter-details/3bad7ef643840f67
"""Gritz""",407,Chris Gruetzemacher,http://www.fightmetric.com/fighter-details/feaf00f3373435d6
"""Lil Bulldog""",408,Felice Herrig,http://www.fightmetric.com/fighter-details/b6850671a008bf9a
"""Rowdy""",409,Bec Rawlings,http://www.fightmetric.com/fighter-details/907e60fd13407e1e
"""Rebel Girl""",410,Ashlee Evans-Smith,http://www.fightmetric.com/fighter-details/fc6e681bf6658faf
"""Brown Bear""",411,Devin Clark,http://www.fightmetric.com/fighter-details/cc7040fe76f0ef91
"""Slo Mike""",412,Mike Rodriguez,http://www.fightmetric.com/fighter-details/18b602842a24f7c5
"""Vai Cavalo""",413,Fabricio Werdum,http://www.fightmetric.com/fighter-details/492b202d2064e7a9
"""Drago""",414,Alexander Volkov,http://www.fightmetric.com/fighter-details/279566840aa55bf2
"""Poster Boy""",415,Jimi Manuwa,http://www.fightmetric.com/fighter-details/1e1dbd1cc5a7469e
"""FireKid""",416,Tom Duquesnoy,http://www.fightmetric.com/fighter-details/e979c76341f19b22
,417,Peter Sobotta,http://www.fightmetric.com/fighter-details/1fcfc3709fe58151
"""The Welsh Wrecking Machine""",418,John Phillips,http://www.fightmetric.com/fighter-details/e9ac7bfb65c25497
"""The Future""",419,Oliver Enkamp,http://www.fightmetric.com/fighter-details/330bafba312face4
"""The Hatchet""",420,Danny Henry,http://www.fightmetric.com/fighter-details/f7d73e452b064bf2
"""Bearjew""",421,Paul Craig,http://www.fightmetric.com/fighter-details/eabf206b162b3b83
"""Braveheart""",422,Stevie Ray,http://www.fightmetric.com/fighter-details/31a13532e724ca2b
"""The Hand Of""",423,Mark Godbeer,http://www.fightmetric.com/fighter-details/ad56b3f00ca38dfd
"""Wicked Machine""",424,Dmitry Sosnovskiy,http://www.fightmetric.com/fighter-details/85ff1b9471d35238
"""Cyborg""",425,Cris Cyborg,http://www.fightmetric.com/fighter-details/634bb0de2eb043b4
"""Foxy""",426,Yana Kunitskaya,http://www.fightmetric.com/fighter-details/3143bf892608139a
"""T-City""",427,Brian Ortega,http://www.fightmetric.com/fighter-details/def8166ff24bd237
"""Sugar""",428,Sean O'Malley,http://www.fightmetric.com/fighter-details/b50a426a33da0012
"""The Asian Sensation""",429,Andre Soukhamthath,http://www.fightmetric.com/fighter-details/d0e50a3d1b250708
"""Fenomeno""",430,Ketlen Vieira,http://www.fightmetric.com/fighter-details/b9706f80d005036c
"""Spider Monkey""",431,Ashley Yoder,http://www.fightmetric.com/fighter-details/b4c6c904a9ffc5e8
,432,Beneil Dariush,http://www.fightmetric.com/fighter-details/08af939f41b5a57b
"""Quicksand""",433,Mike Pyle,http://www.fightmetric.com/fighter-details/f5990c11974d8e9c
"""Kid Lightning""",434,Bryan Caraway,http://www.fightmetric.com/fighter-details/5ef0088c1b19beeb
"""The Prototype""",435,Adam Milstead,http://www.fightmetric.com/fighter-details/72ffecf712673af1
,436,Josh Emmett,http://www.fightmetric.com/fighter-details/fba03cd6cc28dc41
"""The Sledgehammer""",437,Ilir Latifi,http://www.fightmetric.com/fighter-details/e9a3aeb207578eea
,438,Sara McMann,http://www.fightmetric.com/fighter-details/7be74a12d7352df2
"""Iron Lady""",439,Maryna Moroz,http://www.fightmetric.com/fighter-details/b4192a975027aab6
"""Brahma""",440,Alan Jouban,http://www.fightmetric.com/fighter-details/cf65d56b0755ed3b
,441,Russell Doane,http://www.fightmetric.com/fighter-details/f50d95223751e6ca
"""Showtime""",442,Eric Shelton,http://www.fightmetric.com/fighter-details/a0c64f272b65d441
"""The Warrior""",443,Albert Morales,http://www.fightmetric.com/fighter-details/544d7460b3e44393
"""The Kid""",444,Yancy Medeiros,http://www.fightmetric.com/fighter-details/813550bc53b15fb0
"""GT""",445,Thibault Gouti,http://www.fightmetric.com/fighter-details/51e86de150ee8be6
"""Flash""",446,Jared Gordon,http://www.fightmetric.com/fighter-details/7026eca45f65377b
,447,Diego Ferreira,http://www.fightmetric.com/fighter-details/f53d4f21d1b5f2dc
"""Mantis""",448,Brian Camozzi,http://www.fightmetric.com/fighter-details/1999ffb5cebc314f
,449,Joby Sanchez,http://www.fightmetric.com/fighter-details/b12fc8a41e82d3a2
"""Cheesecake""",450,Sarah Moras,http://www.fightmetric.com/fighter-details/539ed332b3078821
"""The People's Warrior""",451,Joshua Burkman,http://www.fightmetric.com/fighter-details/6da99156486ed6c2
,452,Luke Rockhold,http://www.fightmetric.com/fighter-details/00e11b5c8b7bfeeb
"""Silverback""",453,Cyril Asker,http://www.fightmetric.com/fighter-details/9be6020024133293
,454,Saparbeg Safarov,http://www.fightmetric.com/fighter-details/88d7b6d8230e1f3f
"""Beatdown""",455,Damien Brown,http://www.fightmetric.com/fighter-details/d024ed963e8bf7ea
"""Maestro""",456,Dong Hyun Kim,http://www.fightmetric.com/fighter-details/98a6b2361045898f
"""Razor""",457,Rob Wilkinson,http://www.fightmetric.com/fighter-details/826475cc758e60e6
"""JBC""",458,Jeremy Kennedy,http://www.fightmetric.com/fighter-details/68f6e96c5fa6e044
"""Formiga""",459,Jussier Formiga,http://www.fightmetric.com/fighter-details/b102c26727306ab6
"""Ten""",460,Ben Nguyen,http://www.fightmetric.com/fighter-details/840d2c82ea68b9aa
"""Pugnus""",461,Mizuto Hirota,http://www.fightmetric.com/fighter-details/35faad160d346839
"""Teco""",462,Jose Quinonez,http://www.fightmetric.com/fighter-details/36549928f90f1d36
"""The Jedi""",463,Luke Jumeau,http://www.fightmetric.com/fighter-details/4c288a2b250bb576
"""Bullet""",464,Valentina Shevchenko,http://www.fightmetric.com/fighter-details/132deb59abae64b1
"""Pedrita""",465,Priscila Cachoeira,http://www.fightmetric.com/fighter-details/b1e5bcaad32a3cac
,466,Tim Johnson,http://www.fightmetric.com/fighter-details/cc900af167fbedfd
,467,Marcelo Golm,http://www.fightmetric.com/fighter-details/ac29d508d78384c9
"""D Silva""",468,Douglas Silva de Andrade,http://www.fightmetric.com/fighter-details/3a314d9fa7c6825d
"""The Dirty Bird""",469,Tim Means,http://www.fightmetric.com/fighter-details/4b47e71384a9522f
"""Nuguette""",470,Alan Patrick,http://www.fightmetric.com/fighter-details/cd7763bcadb5d4c8
,471,Maia Stevenson,http://www.fightmetric.com/fighter-details/2fee10d5cf86bfca
"""One Bad Mofo""",472,Joe Soto,http://www.fightmetric.com/fighter-details/a4e85a58fbce64b2
,473,Joseph Morales,http://www.fightmetric.com/fighter-details/2fe9032955c2e013
,474,Derek Brunson,http://www.fightmetric.com/fighter-details/b1a3e0aca758b322
"""All Day""",475,Jordan Rinaldi,http://www.fightmetric.com/fighter-details/c07efc18b231f170
"""New Breed""",476,Erik Koch,http://www.fightmetric.com/fighter-details/99bd87a300079ed9
"""King""",477,Bobby Green,http://www.fightmetric.com/fighter-details/887961364be5ceb3
,478,Godofredo Pepey,http://www.fightmetric.com/fighter-details/fa37628269132d1a
"""Kunoichici""",479,Mara Romero Borella,http://www.fightmetric.com/fighter-details/82cbb809d5ee565c
"""Ju Thai""",480,Juliana Lima,http://www.fightmetric.com/fighter-details/75a6a390fd5dca46
,481,Justine Kish,http://www.fightmetric.com/fighter-details/928ae2e5b5f7a9ec
"""Netto BJJ""",482,Joaquim Silva,http://www.fightmetric.com/fighter-details/ae7fe94f117f98cf
"""No Time""",483,Volkan Oezdemir,http://www.fightmetric.com/fighter-details/0845c81e37d3bcb3
"""Hurricane""",484,Shane Burgos,http://www.fightmetric.com/fighter-details/98d961097baaf308
"""Bodao""",485,Francimar Barroso,http://www.fightmetric.com/fighter-details/b69f24c500d783e7
"""Thominhas""",486,Thomas Almeida,http://www.fightmetric.com/fighter-details/2b074403b7c6cdb4
"""The Problem""",487,Sabah Homasi,http://www.fightmetric.com/fighter-details/71f048adbfed5b49
"""The Korean Superboy""",488,Dooho Choi,http://www.fightmetric.com/fighter-details/e93b04e308913c2e
"""12 Gauge""",489,Paige VanZant,http://www.fightmetric.com/fighter-details/4d5197f331c47290
"""The Steamrolla""",490,Matt Frevola,http://www.fightmetric.com/fighter-details/dccb63727f2f5f74
"""El Toro""",491,Polo Reyes,http://www.fightmetric.com/fighter-details/edd02825c29028fe
,492,Talita Bernardo,http://www.fightmetric.com/fighter-details/5b2325cd70dbe2ea
,493,Cynthia Calvillo,http://www.fightmetric.com/fighter-details/98215d037be5bcb7
"""Lord""",494,Michal Oleksiejczuk,http://www.fightmetric.com/fighter-details/0d65c432720accb9
"""Wolverine""",495,Omari Akhmedov,http://www.fightmetric.com/fighter-details/16690d100f995f8f
"""Da Last Samurai""",496,Louis Smolka,http://www.fightmetric.com/fighter-details/d2bc285ead803db0
,497,Tim Elliott,http://www.fightmetric.com/fighter-details/c96d9178c9ed9e62
"""Ruthless""",498,Robbie Lawler,http://www.fightmetric.com/fighter-details/f2925e6db404bf1d
"""Gente Boa""",499,Santiago Ponzinibbio,http://www.fightmetric.com/fighter-details/6d1bffff14897645
,500,Misha Cirkunov,http://www.fightmetric.com/fighter-details/67f272324a030d00
,501,Galore Bofando,http://www.fightmetric.com/fighter-details/8a56ea383fd26e52
"""Killa""",502,Abel Trujillo,http://www.fightmetric.com/fighter-details/e14b5aa06eea9653
"""Holy War Angel""",503,Oluwale Bamgbose,http://www.fightmetric.com/fighter-details/04b39f4e8eb59d7c
"""The Tiger""",504,Erick Silva,http://www.fightmetric.com/fighter-details/5866fc86183a9fb8
"""Hot Sauce""",505,Scott Holtzman,http://www.fightmetric.com/fighter-details/df1eb4354d18a906
"""The Saint""",506,Darrell Horcher,http://www.fightmetric.com/fighter-details/18e8b7070228e728
"""Golden Boy""",507,Benito Lopez,http://www.fightmetric.com/fighter-details/773f7feacf96153e
"""CJ""",508,Carls John De Tomas,http://www.fightmetric.com/fighter-details/2a4200ead401a9ce
,509,Antonio Braga Neto,http://www.fightmetric.com/fighter-details/fae67903c4fe636b
,510,Trevin Giles,http://www.fightmetric.com/fighter-details/b27a1fcb56a3035a
"""Blessed""",511,Max Holloway,http://www.fightmetric.com/fighter-details/150ff4cc642270b9
"""Your Majesty""",512,Angela Magana,http://www.fightmetric.com/fighter-details/bd878a638e0e3be3
"""Pretty Boy""",513,Allen Crowder,http://www.fightmetric.com/fighter-details/a9d6e047ce48ab63
,514,Nicco Montano,http://www.fightmetric.com/fighter-details/1de9ad94de18eeaf
"""Vitamin D""",515,DeAnna Bennett,http://www.fightmetric.com/fighter-details/404ecb2700844072
,516,Christina Marks,http://www.fightmetric.com/fighter-details/c7be22a47a58365a
,517,Ryan Janes,http://www.fightmetric.com/fighter-details/b59037262c8fe060
"""The Princess""",518,Karine Gevorgyan,http://www.fightmetric.com/fighter-details/2db0c114414d4f06
"""Sunshine""",519,Ariel Beck,http://www.fightmetric.com/fighter-details/b96939f2b8d88e82
"""The Count""",520,Michael Bisping,http://www.fightmetric.com/fighter-details/2b93ebd9f5417ad2
"""The Dongbei Tiger""",521,Wang Guan,http://www.fightmetric.com/fighter-details/dd12382f28296f7b
"""Nashty""",522,Bobby Nash,http://www.fightmetric.com/fighter-details/7dfb56f24fe5ddea
,523,Kailin Curran,http://www.fightmetric.com/fighter-details/05b43e0ead3df345
"""Daring""",524,Bharat Kandare,http://www.fightmetric.com/fighter-details/efd2b3e9bb7965a4
"""Mulan""",525,Wu Yanan,http://www.fightmetric.com/fighter-details/fdbefee0827e1567
"""Bad Boy""",526,Hu Yaozong,http://www.fightmetric.com/fighter-details/f1175ea3aafbf351
"""Serbian Steel""",527,Bojan Velickovic,http://www.fightmetric.com/fighter-details/fcce75a25c14a804
"""Baby Face""",528,Ryan Benoit,http://www.fightmetric.com/fighter-details/20999e27ddd94bda
"""The Assassin""",529,Ashkan Mokhtarian,http://www.fightmetric.com/fighter-details/e9bc5748e6a76bb6
"""Ill""",530,Will Brooks,http://www.fightmetric.com/fighter-details/b6e6c3b1dcaae0a1
"""187""",531,Nadia Kassem,http://www.fightmetric.com/fighter-details/6e7506127408aa9e
"""Freight Train""",532,Anthony Hamilton,http://www.fightmetric.com/fighter-details/c727c7d31c50c4cf
"""The Immortal""",533,Matt Brown,http://www.fightmetric.com/fighter-details/31123249b0bbf52e
"""The Great""",534,Nate Marquardt,http://www.fightmetric.com/fighter-details/a8e6a69796280f17
"""El Capo""",535,Michel Quinones,http://www.fightmetric.com/fighter-details/5e84a859c6a82288
"""The Crusher""",536,Court McGee,http://www.fightmetric.com/fighter-details/523fa774700d7d3f
"""The Prototype""",537,Jake Collier,http://www.fightmetric.com/fighter-details/92fa1401b7927da3
"""Maozinha""",538,Marcel Fortuna,http://www.fightmetric.com/fighter-details/d761b3766e38c5db
"""Rush""",539,Georges St-Pierre,http://www.fightmetric.com/fighter-details/6506c1d34da9c013
"""Gamebred""",540,Jorge Masvidal,http://www.fightmetric.com/fighter-details/47b9e0e7703a4868
"""Bigg Rigg""",541,Johny Hendricks,http://www.fightmetric.com/fighter-details/0941df56f6ac954b
"""Irish""",542,Joe Duffy,http://www.fightmetric.com/fighter-details/654ae722109a0d31
,543,Aiemann Zahabi,http://www.fightmetric.com/fighter-details/24656ef4d605c96f
"""The Hammer""",544,Jack Marshman,http://www.fightmetric.com/fighter-details/045f25b3a4c08e81
"""Barnabe""",545,Hacran Dias,http://www.fightmetric.com/fighter-details/ed209f6618c82e41
"""Godzilla""",546,Christian Colombo,http://www.fightmetric.com/fighter-details/9123c54d0a2b72dd
"""Johnny Bravo""",547,Jonathan Wilson,http://www.fightmetric.com/fighter-details/cd01f0b768a32475
,548,Marcin Held,http://www.fightmetric.com/fighter-details/bf43fed8f29e1671
"""The Russian Hammer""",549,Artem Lobov,http://www.fightmetric.com/fighter-details/02f2a9702ba3d167
"""Grizzly""",550,Salim Touahri,http://www.fightmetric.com/fighter-details/cbf1c7ba5408a66f
,551,Aspen Ladd,http://www.fightmetric.com/fighter-details/d4691518d012b9e7
"""El Cucuy""",552,Tony Ferguson,http://www.fightmetric.com/fighter-details/22a92d7f62195791
"""The Tazmexican Devil""",553,Ray Borg,http://www.fightmetric.com/fighter-details/a4de54ea806fb525
,554,Pearl Gonzalez,http://www.fightmetric.com/fighter-details/1ebdcb7488d0ebee
"""Psycho""",555,Marco Beltran,http://www.fightmetric.com/fighter-details/ec71a892fada28c7
"""Chaborz""",556,Magomed Bibulatov,http://www.fightmetric.com/fighter-details/87f19d19f4cb73f8
"""The Fireball Kid""",557,Takanori Gomi,http://www.fightmetric.com/fighter-details/3be081c29bf734d9
"""Frankenstein""",558,Henrique da Silva,http://www.fightmetric.com/fighter-details/b0bd0c5425668b8f
"""Ottogi Girl""",559,Chanmi Jeon,http://www.fightmetric.com/fighter-details/24174a3f44ce8e03
"""The Ace""",560,Hyun Gyu Lim,http://www.fightmetric.com/fighter-details/203c957eac95dd87
"""The Executioner""",561,Alex Reyes,http://www.fightmetric.com/fighter-details/dc07493a87dc0a6e
"""Nicoya""",562,Jason Gonzalez,http://www.fightmetric.com/fighter-details/e45cfa47f504033a
"""8th Wonder""",563,Zu Anyanwu,http://www.fightmetric.com/fighter-details/78d48d3874dacafd
,564,Jason Saggo,http://www.fightmetric.com/fighter-details/4ac1ecf8ce59ef23
"""El Nino""",565,Gilbert Melendez,http://www.fightmetric.com/fighter-details/aa5b4eff51bdc7d1
"""Guv'Nor""",566,Gavin Tucker,http://www.fightmetric.com/fighter-details/da816417a579a0bd
"""Danger Zone""",567,Mitch Clarke,http://www.fightmetric.com/fighter-details/c76ec2bc3a57666a
,568,Adriano Martins,http://www.fightmetric.com/fighter-details/7dcf06c1967801c1
,569,Bojan Mihajlovic,http://www.fightmetric.com/fighter-details/d6285cba1d1052e0
,570,Abdul-Kerim Edilov,http://www.fightmetric.com/fighter-details/37e03538c960bac6
,571,Andrew Holbrook,http://www.fightmetric.com/fighter-details/66ab58d0b3783607
"""Kid Alex""",572,Hector Sandoval,http://www.fightmetric.com/fighter-details/449c890bd90f3374
"""Bones""",573,Jon Jones,http://www.fightmetric.com/fighter-details/07f72a2a7591b409
"""Triple Threat""",574,Tonya Evinger,http://www.fightmetric.com/fighter-details/b12a1d19ee383b7c
"""Stitch""",575,Alexandra Albu,http://www.fightmetric.com/fighter-details/e76d9f656ceb82ab
"""The All-American""",576,Chris Weidman,http://www.fightmetric.com/fighter-details/3a8176e15b9887c1
"""Cyborg""",577,Lyman Good,http://www.fightmetric.com/fighter-details/4e0692ad070976e4
"""Sapo""",578,Rafael Natal,http://www.fightmetric.com/fighter-details/0dba4df5f34d5ff0
"""The Polish Pitbull""",579,Damian Grabowski,http://www.fightmetric.com/fighter-details/3f11b5d4bd76a6d9
,580,Frankie Perez,http://www.fightmetric.com/fighter-details/96c336b463e0662c
,581,Chris Wade,http://www.fightmetric.com/fighter-details/c8097968da5e5f13
"""Gunni""",582,Gunnar Nelson,http://www.fightmetric.com/fighter-details/fd55393021a8c255
"""The Juggernaut""",583,James Mulheron,http://www.fightmetric.com/fighter-details/8d5350fa18b79e9a
"""2Tap""",584,Neil Seery,http://www.fightmetric.com/fighter-details/49a74b9fb2e45fdf
